customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_clas
TC78849,Oregon,M,Bachelor,2497,24825,64,0,Personal Auto,Two-Door Car,155,Two-Door Car
VC34764,California,M,College,7019,26806,63,0,Personal Auto,Four-Door Car,302,Four-Door Car
WO90953,Oregon,F,College,5387,56835,67,0,Personal Auto,Two-Door Car,326,Two-Door Car
IU47468,Oregon,F,Bachelor,6165,0,88,0,Special Auto,Two-Door Car,653,Two-Door Car
KO46064,California,M,Bachelor,2730,46135,69,0,Personal Auto,Four-Door Car,103,Four-Door Car
RB34917,Arizona,F,Bachelor,5162,0,73,0,Personal Auto,Four-Door Car,809,Four-Door Car
BI38192,Oregon,F,High School or Below,7937,22862,67,0,Personal Auto,Two-Door Car,321,Two-Door Car
PU18983,Oregon,F,High School or Below,8608,21450,110,2,Personal Auto,Sports Car,528,Luxury
SW79912,Oregon,M,Bachelor,2632,95854,65,0,Personal Auto,Two-Door Car,312,Two-Door Car
ES39217,Oregon,F,Bachelor,7785,44897,99,1,Personal Auto,Four-Door Car,580,Four-Door Car
KP72427,Washington,M,High School or Below,21639,64455,108,0,Personal Auto,SUV,133,SUV
UA19178,Oregon,F,Master,4980,53265,62,0,Personal Auto,Four-Door Car,238,Four-Door Car
PR53785,Arizona,F,High School or Below,7457,0,198,1,Personal Auto,Luxury Car,1577,"Luxury"""
XF57481,Washington,M,Master,10640,50450,90,0,Personal Auto,Two-Door Car,135,Two-Door Car
CN90378,California,F,High School or Below,6862,54780,88,3,Personal Auto,Four-Door Car,135,Four-Door Car
KI56154,Nevada,M,High School or Below,9048,0,119,0,Personal Auto,Sports Car,571,Luxury
UI55951,California,M,Bachelor,5548,67798,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
FF28650,Oregon,M,Bachelor,8312,21442,118,0,Personal Auto,SUV,566,SUV
FS55302,California,M,Bachelor,2389,27615,62,1,Personal Auto,Four-Door Car,297,Four-Door Car
TN79487,California,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312,Four-Door Car
HG32616,Nevada,M,High School or Below,5295,50200,135,0,Personal Auto,Sports Car,637,Luxury
UK41984,Arizona,F,Doctor,3839,0,112,2,Personal Auto,SUV,537,SUV
LZ52266,California,F,High School or Below,3731,0,96,0,Personal Auto,Four-Door Car,460,Four-Door Car
PM27367,California,F,Master,2778,73570,70,1,Special Auto,Two-Door Car,75,Two-Door Car
ZK21724,Oregon,F,High School or Below,4016,0,111,0,Personal Auto,SUV,799,SUV
BH35482,Washington,M,Doctor,4930,70412,61,0,Corporate Auto,Two-Door Car,136,Two-Door Car
QE22757,Nevada,M,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67,Four-Door Car
ON77649,Oregon,F,College,2908,35895,73,0,Personal Auto,Four-Door Car,312,Four-Door Car
RN82884,Arizona,F,College,4282,40864,109,1,Personal Auto,SUV,166,SUV
CQ75652,Oregon,M,College,8341,0,118,0,Personal Auto,Four-Door Car,566,Four-Door Car
FF58467,Arizona,F,Master,5090,93018,63,0,Personal Auto,Four-Door Car,135,Four-Door Car
BS83666,Oregon,M,Bachelor,7366,70014,62,0,Corporate Auto,Four-Door Car,17,Four-Door Car
WO29605,Oregon,F,College,2436,48875,61,0,Personal Auto,Two-Door Car,1,Two-Door Car
TL77607,California,M,Bachelor,8852,67969,74,0,Personal Auto,Four-Door Car,197,Four-Door Car
EZ50606,Oregon,F,High School or Below,23875,0,108,0,Corporate Auto,SUV,612,SUV
OS39723,Oregon,F,Doctor,5600,68665,69,0,Personal Auto,Two-Door Car,331,Two-Door Car
FN69743,California,M,College,4636,26802,66,1,Corporate Auto,Two-Door Car,316,Two-Door Car
XW96958,Nevada,M,High School or Below,7573,0,110,0,Corporate Auto,Four-Door Car,1193,Four-Door Car
TU92578,California,M,College,14696,45345,125,0,Personal Auto,SUV,600,SUV
TL43709,Washington,M,Bachelor,8972,89689,74,0,Personal Auto,Four-Door Car,136,Four-Door Car
YE68736,California,F,Bachelor,7724,32051,193,1,Personal Auto,SUV,926,SUV
OB96537,Oregon,M,Master,5946,81139,74,0,Special Auto,Four-Door Car,392,Four-Door Car
EU68825,Oregon,F,Master,8000,63834,100,1,Personal Auto,Sports Car,215,Luxury
CC31456,Arizona,M,Bachelor,6457,37548,81,0,Special Auto,Four-Door Car,160,Four-Door Car
DJ77787,Arizona,F,High School or Below,7281,0,69,3,Personal Auto,Four-Door Car,371,Four-Door Car
LN26837,California,M,High School or Below,2592,72421,65,0,Personal Auto,Four-Door Car,312,Four-Door Car
YI92916,Nevada,M,Master,4678,83102,116,0,Corporate Auto,Four-Door Car,443,Four-Door Car
NW54906,Oregon,M,College,13869,28432,118,0,Personal Auto,SUV,612,SUV
ME77513,Nevada,F,Master,8717,83707,108,0,Corporate Auto,Four-Door Car,290,Four-Door Car
UK76891,California,F,College,5233,63259,65,0,Corporate Auto,Four-Door Car,316,Four-Door Car
SI26888,Nevada,F,High School or Below,4764,0,67,0,Personal Auto,Four-Door Car,405,Four-Door Car
YD74948,Oregon,F,College,2472,63860,62,0,Personal Auto,Four-Door Car,208,Four-Door Car
HB64268,Washington,M,Bachelor,2813,43836,73,0,Personal Auto,Four-Door Car,138,Four-Door Car
BW52697,California,F,College,5505,86132,68,0,Personal Auto,Two-Door Car,301,Two-Door Car
NL41409,Oregon,F,Bachelor,2606,28519,66,0,Personal Auto,Two-Door Car,456,Two-Door Car
OD69005,Arizona,F,High School or Below,10481,39102,88,0,Personal Auto,Four-Door Car,152,Four-Door Car
ZZ91716,California,F,Bachelor,3256,0,89,0,Personal Auto,Four-Door Car,491,Four-Door Car
UK70255,California,F,College,30475,97298,128,0,Personal Auto,Sports Car,48,Luxury
QT25383,Nevada,M,High School or Below,6364,41986,84,2,Personal Auto,Two-Door Car,430,Two-Door Car
AW18068,Arizona,M,High School or Below,9468,0,88,0,Personal Auto,Two-Door Car,633,Two-Door Car
NS45347,Oregon,F,College,5631,17291,73,0,Personal Auto,Four-Door Car,350,Four-Door Car
FV19421,California,M,Bachelor,7780,0,74,0,Personal Auto,Four-Door Car,246,Four-Door Car
XW89091,California,M,College,9816,37256,62,0,Personal Auto,Four-Door Car,128,Four-Door Car
YC11951,Oregon,M,High School or Below,7519,96306,95,1,Corporate Auto,Four-Door Car,185,Four-Door Car
UY18770,California,F,Bachelor,10179,14290,271,0,Personal Auto,Luxury SUV,1300,Luxury
RA49085,California,F,College,2772,37038,71,1,Corporate Auto,Four-Door Car,9,Four-Door Car
BG84194,Oregon,M,College,4037,90760,103,2,Special Auto,SUV,133,SUV
PT64580,Washington,M,Master,4191,77048,103,0,Personal Auto,SUV,141,SUV
MR67738,Oregon,F,High School or Below,2676,54480,67,0,Personal Auto,Four-Door Car,321,Four-Door Car
DM95829,California,M,College,2523,16244,68,0,Personal Auto,Two-Door Car,623,Two-Door Car
DB75522,California,F,College,6988,22436,89,0,Special Auto,Four-Door Car,427,Four-Door Car
LM34525,Washington,F,College,8742,71592,72,0,Personal Auto,Four-Door Car,141,Four-Door Car
WW30771,Arizona,M,Master,2673,28728,67,0,Personal Auto,Four-Door Car,321,Four-Door Car
QP65569,Arizona,M,High School or Below,12157,57449,103,0,Personal Auto,Four-Door Car,494,Four-Door Car
TN50051,California,F,Doctor,2957,83318,73,0,Personal Auto,Two-Door Car,211,Two-Door Car
UO86707,Washington,M,Bachelor,7173,75217,61,1,Personal Auto,Four-Door Car,147,Four-Door Car
JA41698,Nevada,M,Bachelor,3099,0,102,5,Corporate Auto,SUV,862,SUV
NX18774,Oregon,M,Bachelor,8415,55308,107,0,Corporate Auto,SUV,513,SUV
DA69469,Oregon,F,College,26843,36068,97,0,Personal Auto,Two-Door Car,113,Two-Door Car
CN23147,Oregon,M,Bachelor,13057,48804,112,1,Corporate Auto,Four-Door Car,537,Four-Door Car
RA68844,Oregon,M,College,9599,0,131,0,Personal Auto,SUV,943,SUV
GH42026,Oregon,M,Bachelor,8535,55790,111,0,Personal Auto,SUV,117,SUV
BD16530,Arizona,F,Bachelor,8293,70258,69,0,Personal Auto,Four-Door Car,225,Four-Door Car
JH91579,Oregon,F,Bachelor,6846,0,95,0,Personal Auto,Two-Door Car,456,Two-Door Car
WK23685,Oregon,F,Bachelor,6636,47274,83,1,Corporate Auto,Four-Door Car,182,Four-Door Car
GR62267,Washington,F,College,5609,44705,71,0,Personal Auto,Two-Door Car,148,Two-Door Car
PI78084,Arizona,M,High School or Below,5077,0,73,0,Personal Auto,Two-Door Car,525,Two-Door Car
GF97874,Washington,F,Master,5275,70446,65,0,Personal Auto,Four-Door Car,155,Four-Door Car
ZH19885,Washington,F,High School or Below,2514,43860,65,0,Personal Auto,Four-Door Car,156,Four-Door Car
UK25655,Oregon,F,Bachelor,3435,64348,86,0,Personal Auto,Two-Door Car,212,Two-Door Car
QR45101,Oregon,M,Bachelor,6624,0,62,0,Corporate Auto,Two-Door Car,297,Two-Door Car
EL93539,California,M,Master,5757,88997,72,0,Special Auto,Four-Door Car,174,Four-Door Car
EE99484,Washington,F,High School or Below,2514,43860,65,0,Corporate Auto,Four-Door Car,156,Four-Door Car
DP46882,California,F,High School or Below,2886,10312,78,0,Corporate Auto,Four-Door Car,486,Four-Door Car
WP41146,California,F,High School or Below,5341,0,72,1,Personal Auto,Four-Door Car,345,Four-Door Car
TK60799,Arizona,F,High School or Below,4160,96263,103,0,Personal Auto,SUV,1,SUV
DN29808,California,F,College,2846,28919,72,0,Corporate Auto,Four-Door Car,518,Four-Door Car
SS59521,Oregon,F,College,4770,0,68,1,Personal Auto,Two-Door Car,326,Two-Door Car
NG66579,Oregon,M,Bachelor,5059,41869,64,0,Personal Auto,Two-Door Car,262,Two-Door Car
TC14209,Arizona,F,High School or Below,9095,0,128,0,Personal Auto,SUV,921,SUV
ED50963,California,F,High School or Below,2688,32808,68,1,Personal Auto,Four-Door Car,541,Four-Door Car
GP40701,California,F,Bachelor,8277,79780,68,0,Personal Auto,Four-Door Car,326,Four-Door Car
CP98451,Oregon,F,College,9057,91025,112,0,Personal Auto,SUV,327,SUV
NX52648,California,F,High School or Below,3801,33043,95,0,Personal Auto,Two-Door Car,456,Two-Door Car
ZC32510,Arizona,M,High School or Below,9339,69442,118,3,Personal Auto,Four-Door Car,1265,Four-Door Car
NG27780,Oregon,M,College,2520,0,70,0,Corporate Auto,Four-Door Car,63,Four-Door Car
HN95240,Arizona,F,College,4984,0,70,0,Corporate Auto,Four-Door Car,336,Four-Door Car
EB59129,Oregon,F,Bachelor,2595,47234,65,0,Personal Auto,Four-Door Car,15,Four-Door Car
RA70851,Oregon,M,High School or Below,7437,86863,92,0,Personal Auto,Four-Door Car,441,Four-Door Car
PM19162,Oregon,M,Bachelor,14536,25805,66,2,Personal Auto,Four-Door Car,375,Four-Door Car
MS59005,Nevada,M,Bachelor,5913,43676,76,0,Personal Auto,Four-Door Car,364,Four-Door Car
SU71163,Arizona,M,College,2771,59855,74,4,Personal Auto,Two-Door Car,355,Two-Door Car
BD35676,Arizona,M,Master,29194,35296,126,0,Personal Auto,SUV,452,SUV
NI44621,Oregon,F,Master,9880,36576,125,1,Personal Auto,SUV,113,SUV
EW33419,California,F,High School or Below,15114,28513,100,1,Corporate Auto,SUV,480,SUV
HX44948,Oregon,M,Bachelor,5759,85448,72,0,Special Auto,Four-Door Car,16,Four-Door Car
DL36983,Oregon,F,High School or Below,8495,23791,110,3,Personal Auto,Two-Door Car,615,Two-Door Car
XR87264,California,F,Bachelor,4381,20597,112,0,Personal Auto,Four-Door Car,615,Four-Door Car
NN99001,Arizona,F,College,6997,56940,87,0,Personal Auto,Four-Door Car,512,Four-Door Car
XV95530,Oregon,M,Bachelor,11430,93210,71,0,Personal Auto,Two-Door Car,74,Two-Door Car
OL97871,Oregon,F,Bachelor,7482,48992,94,1,Personal Auto,Four-Door Car,426,Four-Door Car
HQ23708,Arizona,F,Master,8596,53736,71,0,Personal Auto,Two-Door Car,169,Two-Door Car
WR63188,Arizona,M,College,7854,25378,66,1,Personal Auto,Four-Door Car,419,Four-Door Car
NG82219,Oregon,F,Bachelor,2582,76731,64,0,Personal Auto,Four-Door Car,201,Four-Door Car
KU29408,Washington,M,Master,9075,37722,116,0,Corporate Auto,Sports Car,158,Luxury
RE46783,California,F,Bachelor,4118,69379,103,0,Personal Auto,Two-Door Car,494,Two-Door Car
RU94434,Oregon,M,High School or Below,12157,57449,103,0,Personal Auto,Four-Door Car,494,Four-Door Car
GI82355,Arizona,M,Bachelor,5152,0,68,0,Corporate Auto,Four-Door Car,326,Four-Door Car
VO26340,Nevada,M,College,6512,0,93,0,Personal Auto,Two-Door Car,669,Two-Door Car
NV61299,Arizona,F,Bachelor,27789,33806,89,0,Corporate Auto,Four-Door Car,395,Four-Door Car
DX31066,Washington,F,College,2667,94041,66,0,Personal Auto,Four-Door Car,159,Four-Door Car
CY50337,Oregon,F,College,10928,74965,90,0,Personal Auto,Four-Door Car,58,Four-Door Car
TJ20375,Arizona,F,High School or Below,7615,34095,63,0,Personal Auto,Two-Door Car,302,Two-Door Car
EP72155,California,F,College,2004,0,66,4,Personal Auto,Four-Door Car,316,Four-Door Car
JJ76159,California,M,College,2434,96045,61,0,Corporate Auto,Four-Door Car,8,Four-Door Car
BG15419,Nevada,F,Bachelor,14195,86355,118,0,Personal Auto,Sports Car,285,Luxury
AO74776,California,F,High School or Below,9427,27824,118,0,Personal Auto,SUV,566,SUV
HQ82233,California,M,High School or Below,11982,42995,101,0,Personal Auto,SUV,410,SUV
OL72737,Oregon,F,High School or Below,3102,21235,79,0,Personal Auto,Two-Door Car,244,Two-Door Car
ZQ59828,California,M,High School or Below,4222,74585,106,0,Personal Auto,SUV,218,SUV
NZ15548,Oregon,M,Bachelor,4023,41833,103,0,Personal Auto,Four-Door Car,643,Four-Door Car
XK61304,California,F,College,5297,23908,70,0,Personal Auto,Four-Door Car,336,Four-Door Car
EJ44139,Oregon,M,Bachelor,21423,0,65,0,Personal Auto,Two-Door Car,312,Two-Door Car
CM94425,Arizona,M,Bachelor,4416,61953,113,0,Personal Auto,SUV,497,SUV
OV54878,California,M,Bachelor,4639,0,142,0,Corporate Auto,SUV,1022,SUV
JF57282,Nevada,M,Bachelor,4863,0,137,0,Personal Auto,SUV,657,SUV
MY37953,Arizona,F,Bachelor,25830,73760,107,1,Personal Auto,Sports Car,230,Luxury
XP64922,Oregon,F,College,2974,23333,74,0,Corporate Auto,Four-Door Car,5,Four-Door Car
WL65572,California,M,College,2064,0,61,0,Personal Auto,Four-Door Car,292,Four-Door Car
LN50325,Arizona,F,High School or Below,10064,20440,128,2,Corporate Auto,Sports Car,614,Luxury
HJ15383,Washington,M,Master,8032,27658,68,0,Personal Auto,Four-Door Car,160,Four-Door Car
KH59823,California,M,College,5489,50943,139,0,Special Auto,SUV,667,SUV
YM79169,California,M,Bachelor,2612,19003,71,0,Personal Auto,Two-Door Car,34,Two-Door Car
DR38127,California,M,College,8573,46703,108,0,Personal Auto,Four-Door Car,678,Four-Door Car
PU42145,California,M,Bachelor,24127,14072,71,0,Personal Auto,Four-Door Car,511,Four-Door Car
KM33477,Oregon,M,College,8550,21733,73,0,Corporate Auto,Four-Door Car,525,Four-Door Car
RI53167,Arizona,M,Bachelor,2308,20811,61,0,Personal Auto,Four-Door Car,292,Four-Door Car
OF77789,Arizona,F,High School or Below,4254,11904,61,2,Personal Auto,Two-Door Car,292,Two-Door Car
YB33445,Oregon,F,College,8982,43490,114,4,Corporate Auto,SUV,174,SUV
BA17836,California,M,High School or Below,7868,57340,67,0,Corporate Auto,Four-Door Car,159,Four-Door Car
JS43228,California,M,College,7704,49088,97,0,Corporate Auto,Four-Door Car,698,Four-Door Car
BB11622,Nevada,M,Master,10552,47761,131,0,Personal Auto,SUV,232,SUV
HQ70429,Washington,F,College,16045,0,65,0,Personal Auto,Two-Door Car,163,Two-Door Car
WK88044,Arizona,M,Bachelor,8737,61281,110,0,Personal Auto,SUV,79,SUV
LA80525,Nevada,M,Bachelor,5454,0,82,1,Corporate Auto,Two-Door Car,393,Two-Door Car
EH16250,Arizona,M,Bachelor,7705,25290,66,0,Personal Auto,Four-Door Car,382,Four-Door Car
PU41872,Arizona,F,High School or Below,7039,24239,88,0,Personal Auto,Four-Door Car,48,Four-Door Car
HB85743,California,M,Bachelor,8838,82664,114,3,Personal Auto,SUV,133,SUV
MM71959,Arizona,M,Bachelor,8733,83210,110,0,Personal Auto,Sports Car,528,Luxury
MB83663,Oregon,F,Bachelor,9597,38736,81,0,Personal Auto,Two-Door Car,561,Two-Door Car
KR43119,California,M,College,4506,0,66,0,Personal Auto,Four-Door Car,316,Four-Door Car
KH24214,Oregon,M,College,17857,55437,64,1,Personal Auto,Four-Door Car,445,Four-Door Car
AC40767,Washington,M,Bachelor,2497,68041,6464,0,Personal Auto,Two-Door Car,165,Two-Door Car
HP55391,Oregon,M,Master,5426,0,71,0,Corporate Auto,Four-Door Car,407,Four-Door Car
EG62398,California,F,High School or Below,7998,29066,100,0,Personal Auto,SUV,844,SUV
VS19949,Nevada,M,Bachelor,2897,54337,72,0,Personal Auto,Four-Door Car,345,Four-Door Car
AM92343,Oregon,F,High School or Below,11599,67616,96,0,Personal Auto,Four-Door Car,340,Four-Door Car
GI68556,California,F,Bachelor,15147,41082,63,0,Personal Auto,Two-Door Car,106,Two-Door Car
JT11876,Washington,F,High School or Below,5435,0,10202,0,Personal Auto,Four-Door Car,626,Four-Door Car
XR64251,Nevada,F,Master,2725,36650,69,1,Personal Auto,Four-Door Car,56,Four-Door Car
MK34957,Oregon,F,College,13297,50631,112,4,Special Auto,SUV,784,SUV
GP18756,California,M,College,9927,19592,92,0,Personal Auto,Four-Door Car,441,Four-Door Car
AP23850,Washington,F,High School or Below,17771,0,114,0,Personal Auto,Two-Door Car,547,Two-Door Car
KQ65521,Arizona,F,College,18269,55761,115,0,Personal Auto,Sports Car,86,Luxury
EJ19449,California,F,College,2722,17576,71,0,Special Auto,Four-Door Car,398,Four-Door Car
QB70027,California,F,Bachelor,7083,41449,89,0,Personal Auto,Four-Door Car,63,Four-Door Car
QW47320,California,F,Bachelor,10179,14290,271,0,Personal Auto,Luxury SUV,1300,Luxury
KH64733,Nevada,F,College,5889,62007,73,0,Personal Auto,Four-Door Car,120,Four-Door Car
ON59472,Arizona,M,High School or Below,15771,21921,206,0,Corporate Auto,Luxury SUV,1254,Luxury
HP94242,Arizona,F,Bachelor,5288,42621,66,0,Personal Auto,Four-Door Car,316,Four-Door Car
RV15398,Oregon,M,College,27580,0,87,1,Personal Auto,Four-Door Car,417,Four-Door Car
EA25683,Washington,M,High School or Below,7778,63786,196,0,Corporate Auto,Luxury SUV,798,Luxury
PW73754,California,F,High School or Below,7341,0,104,3,Personal Auto,Sports Car,82,Luxury
MC71942,California,F,High School or Below,7919,82877,99,1,Personal Auto,Two-Door Car,22,Two-Door Car
OX72195,Arizona,M,College,2163,0,63,0,Corporate Auto,Two-Door Car,302,Two-Door Car
YQ99152,Nevada,M,High School or Below,9787,10475,88,1,Personal Auto,Two-Door Car,422,Two-Door Car
KI19439,Oregon,F,High School or Below,5207,21952,66,0,Personal Auto,Four-Door Car,316,Four-Door Car
PM76175,Oregon,F,Bachelor,21147,49721,132,0,Corporate Auto,Sports Car,639,Luxury
US45383,California,M,College,12280,88340,102,0,Personal Auto,Two-Door Car,489,Two-Door Car
GT38956,California,F,College,2441,0,65,0,Personal Auto,Four-Door Car,312,Four-Door Car
SN41301,Oregon,M,Bachelor,6535,0,65,0,Corporate Auto,Four-Door Car,468,Four-Door Car
BE62503,Washington,F,College,9206,24589,82,0,Personal Auto,Two-Door Car,511,Two-Door Car
PA16884,California,F,Bachelor,4118,69379,103,0,Personal Auto,Two-Door Car,494,Two-Door Car
NC58480,Nevada,F,Bachelor,4838,73769,61,2,Personal Auto,Four-Door Car,239,Four-Door Car
NS39326,California,F,College,4625,66670,114,0,Personal Auto,SUV,518,SUV
PN18507,Arizona,M,Bachelor,14042,88854,118,0,Personal Auto,Two-Door Car,715,Two-Door Car
EK91340,Oregon,M,Bachelor,7546,31266,193,0,Corporate Auto,Luxury Car,926,"Luxury"""
JY16280,California,F,High School or Below,2514,43860,65,0,Personal Auto,Four-Door Car,156,Four-Door Car
ZW71731,California,M,Bachelor,5170,89284,133,2,Corporate Auto,SUV,402,SUV
ZC24631,Oregon,M,College,13917,67267,89,0,Corporate Auto,Four-Door Car,94,Four-Door Car
YR34689,California,F,High School or Below,11318,79270,95,3,Personal Auto,Four-Door Car,456,Four-Door Car
RT65829,Oregon,M,Bachelor,4276,36692,109,1,Personal Auto,Four-Door Car,523,Four-Door Car
BZ12077,Oregon,F,High School or Below,4322,0,119,0,Personal Auto,SUV,571,SUV
WM65373,California,F,College,8002,0,107,0,Corporate Auto,SUV,513,SUV
NH35059,Nevada,M,College,3885,0,105,0,Corporate Auto,Four-Door Car,504,Four-Door Car
QD38160,Oregon,M,College,4471,0,135,0,Personal Auto,SUV,972,SUV
BM15160,California,F,High School or Below,8496,44624,71,1,Special Auto,Four-Door Car,73,Four-Door Car
VY79030,Arizona,F,College,22500,0,71,0,Corporate Auto,Four-Door Car,340,Four-Door Car
EV19512,Nevada,F,Master,16301,19614,85,0,Personal Auto,Two-Door Car,574,Two-Door Car
TE13577,Oregon,F,College,2319,0,64,0,Personal Auto,Four-Door Car,632,Four-Door Car
WY97929,Arizona,M,College,8717,83846,74,3,Special Auto,Four-Door Car,355,Four-Door Car
YG20683,Washington,M,College,2860,51159,72,0,Personal Auto,Four-Door Car,4,Four-Door Car
FK75497,California,M,College,2453,83772,62,0,Personal Auto,Two-Door Car,42,Two-Door Car
NE60110,Arizona,M,College,5989,66839,154,0,Personal Auto,Sports Car,739,Luxury
TN36521,Arizona,F,College,24980,88440,70,0,Personal Auto,Two-Door Car,27,Two-Door Car
HG33568,Arizona,F,Master,7482,25666,63,2,Personal Auto,Four-Door Car,270,Four-Door Car
TW17878,Oregon,F,High School or Below,2457,52926,61,0,Personal Auto,Four-Door Car,292,Four-Door Car
ZO83562,Nevada,F,Bachelor,2379,0,67,0,Personal Auto,Four-Door Car,494,Four-Door Car
CH97539,Washington,F,Bachelor,8286,40001,70,0,Personal Auto,Four-Door Car,142,Four-Door Car
CV29889,California,M,College,2393,0,70,0,Personal Auto,Four-Door Car,425,Four-Door Car
MO33320,Oregon,M,College,4657,18024,65,0,Personal Auto,Two-Door Car,312,Two-Door Car
QZ81258,Oregon,F,College,13197,0,68,3,Personal Auto,Four-Door Car,326,Four-Door Car
NY56352,Oregon,F,Bachelor,2803,23220,74,0,Personal Auto,Four-Door Car,251,Four-Door Car
EA27048,California,F,High School or Below,8646,64125,108,0,Personal Auto,SUV,369,SUV
UT38865,Oregon,F,College,7425,58042,62,0,Corporate Auto,Four-Door Car,161,Four-Door Car
QC89139,Oregon,F,High School or Below,4528,90034,112,0,Corporate Auto,SUV,537,SUV
LA14484,Nevada,M,High School or Below,2227,27972,61,0,Special Auto,Four-Door Car,292,Four-Door Car
HN57556,California,F,High School or Below,7292,0,65,0,Personal Auto,Four-Door Car,312,Four-Door Car
CV31235,Arizona,M,Bachelor,3184,50989,80,0,Corporate Auto,Four-Door Car,255,Four-Door Car
WR45726,Arizona,F,Bachelor,11315,11885,101,0,Special Auto,Four-Door Car,484,Four-Door Car
LB25094,California,F,Bachelor,2530,89451,63,0,Special Auto,Four-Door Car,61,Four-Door Car
KW56110,Oregon,M,Bachelor,18361,0,182,0,Personal Auto,Luxury Car,1310,"Luxury"""
XO36233,Washington,M,Bachelor,8641,78904,109,0,Personal Auto,SUV,250,SUV
ZX86243,Arizona,M,Doctor,3278,70247,83,1,Personal Auto,Four-Door Car,141,Four-Door Car
DW29763,Arizona,M,High School or Below,5271,32653,67,0,Personal Auto,Two-Door Car,321,Two-Door Car
CT83377,Washington,M,High School or Below,3763,93595,97,4,Special Auto,Four-Door Car,49,Four-Door Car
OQ90898,California,M,Master,13955,90279,115,0,Personal Auto,SUV,372,SUV
GO77248,Oregon,F,College,5001,0,72,0,Personal Auto,Four-Door Car,542,Four-Door Car
QW33258,California,M,Bachelor,7082,53310,189,3,Personal Auto,Luxury Car,1360,"Luxury"""
OU79745,California,M,College,7619,0,105,0,Personal Auto,Four-Door Car,504,Four-Door Car
VZ79886,Oregon,F,Bachelor,12550,22234,160,0,Personal Auto,SUV,768,SUV
FI92440,Washington,F,High School or Below,32196,91375,99,0,Personal Auto,Two-Door Car,72,Two-Door Car
YG85980,Nevada,F,High School or Below,6793,22250,86,0,Personal Auto,Two-Door Car,720,Two-Door Car
QM74621,Oregon,M,Bachelor,5272,0,80,0,Personal Auto,Four-Door Car,576,Four-Door Car
EI71732,Oregon,F,Doctor,6265,0,84,1,Personal Auto,Four-Door Car,481,Four-Door Car
VN79010,California,F,High School or Below,8547,51179,71,0,Corporate Auto,Four-Door Car,466,Four-Door Car
FI61723,California,M,Bachelor,2787,38667,72,0,Personal Auto,Four-Door Car,159,Four-Door Car
OH55411,California,F,Master,4626,79487,114,0,Corporate Auto,SUV,547,SUV
TF10720,Nevada,F,Doctor,8663,67763,107,2,Personal Auto,Four-Door Car,41,Four-Door Car
NW30838,Nevada,M,High School or Below,3872,0,62,2,Corporate Auto,Four-Door Car,503,Four-Door Car
CB58476,Oregon,F,College,5170,0,71,0,Corporate Auto,Four-Door Car,859,Four-Door Car
WI69346,California,F,Master,8960,71943,112,0,Corporate Auto,SUV,305,SUV
FS76657,Oregon,F,College,5471,53526,68,0,Personal Auto,Four-Door Car,278,Four-Door Car
YX89016,Oregon,M,College,34931,35005,295,0,Personal Auto,Luxury Car,1416,"Luxury"""
PK28821,California,M,College,2620,24721,67,0,Personal Auto,Four-Door Car,139,Four-Door Car
MB51200,Washington,M,College,19069,0,102,2,Personal Auto,Four-Door Car,734,Four-Door Car
XG44587,Arizona,M,Master,5757,88997,72,0,Personal Auto,Four-Door Car,174,Four-Door Car
FG91922,Arizona,M,Master,40224,48587,111,0,Personal Auto,SUV,532,SUV
OM99303,Arizona,F,High School or Below,2701,76310,67,0,Personal Auto,Two-Door Car,321,Two-Door Car
RV67546,California,M,Bachelor,3712,73205,92,0,Personal Auto,Four-Door Car,37,Four-Door Car
UJ79253,Oregon,F,College,21850,51056,78,0,Personal Auto,Four-Door Car,95,Four-Door Car
PN98247,California,M,College,7840,58414,210,2,Personal Auto,Luxury SUV,1008,Luxury
IB67546,California,F,Bachelor,8237,23940,107,0,Personal Auto,SUV,513,SUV
OE19087,California,F,High School or Below,2243,0,62,0,Personal Auto,Four-Door Car,446,Four-Door Car
CM95716,California,M,Bachelor,8434,44216,71,0,Personal Auto,Four-Door Car,72,Four-Door Car
MW62634,California,M,High School or Below,2227,27972,61,0,Corporate Auto,Four-Door Car,292,Four-Door Car
QW67581,Arizona,F,High School or Below,5170,0,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
SN16059,California,F,Master,2641,29305,66,0,Personal Auto,Four-Door Car,475,Four-Door Car
OE51254,California,F,College,2790,53882,69,0,Personal Auto,Four-Door Car,331,Four-Door Car
RM42344,Oregon,M,College,2745,91757,69,1,Personal Auto,Four-Door Car,331,Four-Door Car
GB35238,California,F,Bachelor,7579,33906,64,0,Personal Auto,Two-Door Car,401,Two-Door Car
ML82674,Oregon,M,Bachelor,10978,68158,139,1,Personal Auto,SUV,253,SUV
EI85244,California,M,College,8255,0,134,3,Personal Auto,SUV,643,SUV
DE28132,Oregon,M,College,4747,42165,123,0,Corporate Auto,SUV,799,SUV
TV25678,Washington,M,College,3540,0,101,0,Personal Auto,SUV,727,SUV
TY26512,California,M,Doctor,3436,30817,88,0,Personal Auto,Four-Door Car,91,Four-Door Car
